id,year,gsp,pcap,hwy,water,util,pc,emp,unemp
21,1972,44123,24023.53,11014.64,3790.75,9218.14,46882.97,1357.1,4.3
21,1973,47805,24731.18,11172.43,3809.76,9748.98,48841.94,1436.1,4.4
21,1974,47482,25333.93,11367.22,3945.05,10021.65,51426.02,1481,4.3
21,1975,46967,25910.97,11555.19,3999.7,10356.08,53798.39,1474.4,5.9
21,1976,48795,26485.99,11620.28,4141.07,10724.65,49634.58,1520.9,5.9
21,1977,51661,27080.21,11748.5,4290.67,11041.03,51784.08,1597.3,5.1
21,1978,54138,27464.67,11880.62,4455.08,11128.96,53517.11,1689.3,3.8
21,1979,56239,27832.95,11985.82,4611.99,11235.14,55679.83,1767,4.2
21,1980,55874,28055.27,12074.92,4721.44,11258.9,58050.22,1770.2,5.9
21,1981,56748,28460.94,12164.09,4787.78,11509.07,58041.33,1761.3,5.5
21,1982,55919,28590.72,12212.26,4834.17,11544.29,59374.92,1707.3,7.8
21,1983,57167,28694.1,12279.25,4914.92,11499.93,59871.42,1718.4,8.2
21,1984,62730,28718.02,12413.96,4898.92,11405.14,60369.4,1819.8,6.3
21,1985,65463,28959.43,12569.74,4852.34,11537.35,61935.21,1864.8,6
21,1986,68117,29241,12752.43,4809.57,11679.01,60525.85,1892.5,5.3
22,1970,17306,10016.07,4936.56,824.65,4254.87,22569.14,583.9,4.8
22,1971,18027,10497.82,5114.5,861.51,4521.82,23557.96,602.2,4.8
22,1972,19340,10844.14,5323.04,887.66,4633.44,24157.5,649.3,3.9
22,1973,20605,11076.23,5491.42,923.12,4661.69,24473.04,693.2,3.6
22,1974,20208,11239.45,5639.29,951.12,4649.04,25485.57,710.8,4.1
22,1975,20184,11515.56,5738.05,1011.4,4766.11,26426.83,692.3,8.3
22,1976,22282,11799.74,5844.97,1072.13,4882.64,28130.16,727.5,6.6
22,1977,23628,12061.45,6029.9,1100.06,4931.48,28447.98,765.9,7.4
22,1978,24880,12274.39,6182.76,1101.6,4990.03,29243.06,813.7,7.1
22,1979,25611,12384.91,6224.01,1135.35,5025.54,30326.78,838.1,5.8
22,1980,25082,12454.04,6267.28,1122.82,5063.94,31541.4,829.3,7.5
22,1981,26017,12547.36,6352.24,1111.96,5083.17,32193.92,819.1,8.3
22,1982,25537,12603.35,6422.29,1117.05,5064.02,33198.66,790.9,11
22,1983,25570,12613.88,6517.93,1129.55,4966.4,33751.34,792.8,13
22,1984,27342,12509.37,6583.29,1117.48,4808.6,34052.06,820.8,11
22,1985,27778,12430.11,6621.01,1108.22,4700.88,34822.24,838.9,10
22,1986,27987,12411.36,6654.31,1138.91,4618.14,34116.19,848.2,12
23,1970,50196,19464.98,9512.8,2571.06,7381.12,43905.35,1668,3.3
23,1971,51945,20393.17,9928.55,2701.12,7763.5,46044.28,1660.8,4.9
23,1972,54198,21288.19,10282.11,2803.23,8202.85,47785.13,1700.1,4.2
23,1973,56789,22079.1,10518.19,2798.25,8762.66,49585.63,1770.6,3.7
23,1974,55056,22475.35,10658.22,2787.58,9029.55,52270.92,1789.5,4.5
23,1975,53932,22839.32,10880.54,2774.79,9183.98,54632.86,1740.6,6.2
23,1976,57183,23032.56,10949.45,2804.81,9278.3,54083.75,1797.8,6.2
23,1977,60424,23236.14,11026.81,2899.28,9310.05,55279.22,1861.8,5.9
23,1978,63375,23393.53,11140.36,3006.6,9246.57,56916.63,1953.1,5
23,1979,64333,23545.2,11165.62,3174.4,9205.17,59048.79,2011.1,4.5
23,1980,61574,23670.64,11257.64,3244.45,9168.55,61409.73,1969.8,7.2
23,1981,62540,23947.15,11287.89,3375.57,9283.69,61738.44,1956.3,7.7
23,1982,61226,24084.48,11257.3,3526.02,9301.16,63186.99,1922.4,9.2
23,1983,63655,23957.04,11186.57,3560.48,9209.99,63907.08,1937,9.9
23,1984,68490,23782.61,11168.62,3544.61,9069.39,64752.02,2032.7,7.2
23,1985,70830,23761.7,11134.25,3572.77,9054.68,66783.29,2094.7,6.4
23,1986,72629,23855.97,11224.66,3593.45,9037.86,68087.26,2142.6,6.1
24,1970,7896,4782.64,3372.27,366.92,1043.45,14320.39,199.1,5.5
24,1971,7829,4956.96,3517.01,371.39,1068.56,14461.39,204.8,6.3
24,1972,8524,5095.7,3657.76,368.85,1069.09,14730.06,215.3,6.2
24,1973,8948,5241.43,3786.46,360.64,1094.33,15347.47,224.2,6.3
24,1974,9176,5420.38,3881.28,406.51,1132.59,15871.08,234,6.7
24,1975,9288,5487.68,3885.38,428.87,1173.43,16347.55,238.1,6.4
24,1976,9524,5536.46,3863.19,459.07,1214.2,18140.99,251.1,6.1
24,1977,9675,5628.09,3886.33,497.77,1243.99,18199.92,264.8,6.4
24,1978,10580,5756.96,3964.73,519.63,1272.61,18653.37,280.4,6.2
24,1979,10952,5871.16,3999.93,530.18,1341.06,19264.06,283.8,5.1
24,1980,11114,5945.22,3997.37,533.84,1414.02,19941.84,280.4,6.1
24,1981,11394,6004.93,4003.21,534.09,1467.63,19265.48,281.8,6.9
24,1982,11007,6027.25,4030.51,531.54,1465.2,19724.98,273.7,8.6
24,1983,10911,5967.63,4007.25,530.62,1429.77,19877.97,276,8.8
24,1984,10817,5957.83,4013.08,533.75,1410.99,19888.7,281.1,7.4
24,1985,10323,6024.85,4046.68,553.46,1424.71,20199.1,279.1,7.7
24,1986,10763,6117.91,4085.04,575.89,1456.97,19414.55,275.4,8.1
25,1970,16067,9235.03,4134.55,1065.95,4034.52,19160.51,484.3,3.1
25,1971,16648,9759.43,4227.15,1071.08,4461.2,19747.34,490.8,3.6
25,1972,17429,10291.33,4373.59,1042.1,4875.63,20268.79,517,3.4
25,1973,18284,10785.36,4469.52,1042.23,5273.6,21324.54,541.3,3.3
25,1974,18151,11293.48,4574.39,1082.39,5636.69,22286.74,562.1,3.8
25,1975,18717,11814.03,4667.1,1136.5,6010.44,23106.64,557.8,4.2
25,1976,19189,12436.57,4740.46,1263.78,6432.33,24592.23,572.1,3.3
25,1977,19563,12902.62,4831.06,1277.91,6793.64,24992.27,593.7,3.7
25,1978,20298,13482.42,4911.27,1301.78,7269.37,25629.4,609.9,3
25,1979,20943,14181.26,4985.51,1374.67,7821.08,26477.07,631.2,3.2
25,1980,20575,14619.96,5048.29,1407.61,8164.06,27424.29,627.6,4.1
25,1981,21777,14897.42,5106.4,1449.25,8341.77,29177.88,623.2,4.1
25,1982,21244,15039.75,5138.4,1440.27,8461.08,29566.74,609.8,6.1
25,1983,20647,15088.99,5188.05,1442.72,8458.22,29555.66,610.8,5.7
25,1984,22164,15027.98,5215.73,1422.43,8389.81,29573.43,635.4,4.4
25,1985,23300,14981.5,5281.8,1408.58,8291.11,30189.6,650.5,5.5
25,1986,23673,14974.69,5344.81,1399.2,8230.68,28468.92,652.5,5
26,1970,7354,3768.6,1993.17,464.21,1311.21,10805.73,203.3,5.9
26,1971,7599,3877.35,2042.4,481.2,1353.76,11252.01,210.5,7
26,1972,8076,4033.14,2094.25,508.15,1430.73,11706.31,223.4,7
26,1973,8774,4160.79,2116.82,508.31,1535.66,12261.06,244.6,6.2
26,1974,8861,4296.97,2155.53,513.74,1627.7,12901.95,256.1,7.5
26,1975,9084,4402.1,2158.46,514.36,1729.28,13377.1,263.1,9.7
26,1976,9720,4500.21,2165.37,538.63,1796.21,15048.03,279.8,9
26,1977,10673,4574.27,2174.66,572.23,1827.37,15231.21,308.2,7
26,1978,12233,4646.28,2195.82,606.32,1844.14,15437.13,350.3,4.4
26,1979,13343,4766.05,2243.79,616.74,1905.53,15781.26,383.7,5.1
26,1980,13991,4935.36,2276.73,711.72,1946.91,16264.91,399.9,6.2
26,1981,14365,5188.56,2321.8,839.08,2027.68,17556.21,411.2,7.1
26,1982,13796,5381.96,2368.03,886.05,2127.88,17981.16,401.1,10
26,1983,14103,5500.17,2389.52,918.29,2192.36,18297.17,402.8,9.8
26,1984,14790,5695,2455.39,997.68,2241.92,18813.07,426,7.8
26,1985,15474,5856.9,2508.07,1049.48,2299.35,19705.62,446.4,8
26,1986,16092,6003,2574.74,1082.71,2345.55,22724.26,468.1,6
27,1970,6852,3085.49,1889.29,254.57,941.63,5957.55,258.5,3.3
27,1971,7042,3247.53,1943.53,275.04,1028.95,6436.54,259.9,4.7
27,1972,7516,3419.24,2008.2,302.67,1108.37,6680.89,278.5,4.5
27,1973,8098,3559.45,2057.3,322.28,1179.87,6965.5,297.8,3.9
27,1974,8016,3688.39,2124.83,372.7,1190.86,7332.32,300.3,3.6
27,1975,7819,3783.91,2167.52,397.66,1218.73,7671.07,292.8,9
27,1976,8470,3915.38,2214.32,428.63,1272.44,7536.15,313.4,6.4
27,1977,9084,4084.04,2257.39,476.3,1350.35,7674.13,337.1,5.9
27,1978,10002,4223.59,2301.79,511.67,1410.14,7886.88,359.6,3.8
27,1979,10572,4329.97,2333.25,567.87,1428.85,8200.74,378.5,3.1
27,1980,10738,4348.94,2342.18,560.2,1446.56,8562.82,385.4,4.7
27,1981,11332,4369.35,2344.09,578.84,1446.42,9134.69,394.6,5
27,1982,11606,4353.02,2330.25,607.17,1415.59,9412.72,394.4,7.4
27,1983,12743,4333.41,2314.9,622.69,1395.82,9575.38,409.5,5.4
27,1984,14100,4324.98,2327.25,624.39,1373.34,9751.27,441.5,4.3
27,1985,15541,4316.63,2337.76,633.79,1345.08,10057.05,466,3.9
27,1986,17073,4331.54,2350.11,637.52,1343.91,11863.55,490.1,2.8
28,1970,86366,24857.74,10385.59,3963.35,10508.8,57996.4,2606.2,4.6
28,1971,89073,26627.68,11262.24,4101.37,11264.07,59928.09,2607.6,5.7
28,1972,93384,28256.83,12060.09,4189.13,12007.61,62437.39,2672.5,5.8
28,1973,97847,29544.99,12813.13,4386.79,12345.07,65220.99,2759.7,5.6
28,1974,94864,30629.69,13495.55,4408.03,12726.11,68911.99,2783,6.9
28,1975,90693,31830.65,13945.5,4522.4,13362.75,72364.36,2699.9,10
28,1976,94049,32396.14,14014.03,4615.85,13766.27,65688.1,2753.7,10
28,1977,97370,32775.77,13955.12,4803.28,14017.37,67158.09,2836.9,9.4
28,1978,101593,33066.76,13788.65,5095.3,14182.81,69360.18,2961.9,7.2
28,1979,103350,33268.6,13644.05,5404.27,14220.29,72312.47,3027.2,6.9
28,1980,102571,33625.27,13558.33,5776.42,14290.51,75670.48,3060.4,7.2
28,1981,105835,33794.24,13439.86,6029.86,14324.53,77193.36,3098.9,7.3
28,1982,106705,34144.85,13293.91,6255.3,14595.64,79782.27,3092.8,9
28,1983,113408,34320.27,13343.43,6279.97,14696.88,81590.08,3165.1,7.8
28,1984,121388,34385.92,13415,6284.28,14686.65,83749.02,3329.2,6.2
28,1985,126460,34528.53,13486.99,6391.51,14650.02,87514.13,3414.1,5.7
28,1986,133468,34675.69,13719.05,6368.17,14588.46,95540.08,3489.9,5
29,1970,12837,6082.2,3256.77,802.99,2022.44,18909.26,292.6,5.9
29,1971,13284,6195.5,3341.9,824.19,2029.41,19467.69,305.7,6.2
29,1972,13874,6238.49,3385.03,800.31,2053.14,19864.93,327.5,5.8
29,1973,14588,6326.03,3442.98,779.31,2103.74,20592.77,346,5.7
29,1974,15247,6367.27,3446.34,784.57,2136.37,21314.16,360.2,6.3
29,1975,15541,6447.38,3460.85,808.88,2177.66,21958.76,370.2,10
29,1976,15932,6606.97,3474.94,883.33,2248.71,23919.97,390,9.1
29,1977,16932,6724.71,3501.57,890.22,2332.92,24441.46,415.4,7.8
29,1978,18122,6786.25,3494.83,896.99,2394.43,25269.39,444.3,5.7
29,1979,19078,6902.83,3515.79,923.86,2463.18,26247.31,461,6.6
29,1980,19664,7104.7,3579.76,972.35,2552.6,27361.11,465.4,7.5
29,1981,20265,7296.53,3615.48,1017.38,2663.68,26939.76,475.5,7.3
29,1982,20023,7402.21,3631.09,1039.88,2731.23,28025.98,473.6,9.2
29,1983,20283,7634.64,3739.57,1071.49,2823.58,28657.43,479.5,10
29,1984,21331,7904.32,3877.09,1117.34,2909.89,28916.61,502.8,7.5
29,1985,21741,8228.31,4028.1,1150.52,3049.69,29544.48,520.2,8.8
29,1986,21154,8483.37,4096.28,1198.64,3188.45,30208.23,525.9,9.2
30,1970,242791,106893.49,34674.49,10536.87,61682.14,136663.66,7156.4,4.5
30,1971,245018,110931.96,35397.65,11005.89,64528.42,142795.91,7011.4,6.6
30,1972,251249,115957.66,36040.1,11844.87,68072.7,149415.66,7038.5,6.7
30,1973,258498,121450.05,36678.41,12806.81,71964.82,157017.53,7132.2,5.4
30,1974,250208,126498.16,36709.33,14026.58,75762.25,166920.58,7077.1,6.3
30,1975,242463,131097.03,36931.52,15461.48,78704.03,175080.71,6829.9,9.5
30,1976,245161,134166.03,36848.64,16674.44,80642.95,153578.05,6789.5,10
30,1977,251092,134701.89,36486.69,17487.05,80728.14,156804.67,6857.6,9.1
30,1978,254194,134632.83,36064.57,18001.42,80566.85,162223.44,7044.5,7.7
30,1979,254314,134765.25,35899.56,18904.65,79961.03,169324.73,7179.4,7.1
30,1980,249770,134166.71,35837.95,19440.64,78888.13,177499.16,7207.1,7.5
30,1981,256199,133207.7,35638.22,20032.22,77537.26,173471.27,7287.3,7.6
30,1982,255686,132189.18,35797.68,20063.48,76328.03,179574.26,7254.6,8.6
30,1983,267916,131808.83,35777.56,20119.85,75911.43,183921.34,7313.3,8.6
30,1984,285080,131365.12,35970.24,20223.34,75171.54,189443.48,7570.4,7.2
30,1985,296381,131529.92,36063.88,20459.67,75006.37,199426.84,7751.3,6.5
30,1986,309273,132203.02,36270.34,20695.61,75237.07,199092.6,7907.9,6.3
31,1970,48047,16840,7670.09,2354.23,6815.68,43497.41,1782.7,4.3
31,1971,50127,17688.47,8035.21,2409.62,7243.65,46378.35,1813.8,4.8
31,1972,54624,18419.02,8433.57,2437.58,7547.86,48129.87,1911.9,4
31,1973,57975,19081.72,8810.08,2458.58,7813.07,49858.52,2018.1,3.5
31,1974,57546,19701.02,9185.2,2511.72,8004.09,52460.28,2048.2,4.5
31,1975,56288,20334.13,9347.54,2626.44,8360.16,54990.14,1979.9,8.6
31,1976,59462,21062.44,9478.41,2794.7,8789.33,57959.71,2082.7,6.2
31,1977,62681,22029.51,9749.47,3027.51,9252.54,59106.74,2170.4,5.9
31,1978,66409,22652,9915.07,3236.38,9500.55,60848.16,2277.4,4.3
31,1979,68039,23305.83,10151.65,3386.9,9767.29,63150.19,2373,4.8
31,1980,68065,24164.71,10342.92,3529.3,10292.49,65641.48,2380,6.6
31,1981,70395,24576.1,10401.46,3674.75,10499.9,67293.41,2391.6,6.4
31,1982,69128,24698.58,10322,3776.84,10599.74,69071.06,2347,9
31,1983,73553,24700.31,10211.41,3848.75,10640.14,70037.15,2419.2,8.9
31,1984,80020,24674.17,10160.18,3881.92,10632.06,70834.5,2565.2,6.7
31,1985,83170,24744.19,10119.46,3934.05,10690.68,72753.04,2651.2,5.4
31,1986,87371,25179.37,10143.7,4011.37,11024.3,84000.92,2744.1,5.3
32,1970,6024,4173.07,2716.99,307.77,1148.3,11571.8,163.6,4.6
32,1971,6551,4226.31,2740.92,312.24,1173.15,11843.02,167,5.3
32,1972,7015,4302.57,2816.25,312.1,1174.22,12036.32,176.1,4.9
32,1973,8120,4330.52,2834.21,309.31,1187.01,12675.35,183.9,5.1
32,1974,8000,4404.4,2888.67,324.15,1191.58,13112.72,193.8,3
32,1975,8267,4458.28,2903.68,331.88,1222.72,13488.09,203.6,3.6
32,1976,8167,4492.23,2903.34,348.23,1240.67,15078.43,215,3.6
32,1977,8077,4573.94,2943.62,369.74,1260.58,15049.51,221.1,4.8
32,1978,9020,4628.15,2985.13,393.92,1249.1,15397.12,234,4.8
32,1979,9562,4704.64,3011.56,431.75,1261.33,15889.87,244.2,3.7
32,1980,9525,4798.61,3050.67,465.06,1282.89,16426.81,245.2,5
32,1981,10532,4888.2,3070.19,499.31,1318.7,20919.99,249.4,5
32,1982,10293,4893,3065,509.81,1318.18,21461.22,249.7,5.9
32,1983,9700,4929.21,3061.18,523.49,1344.54,21655.24,250.6,5.6
32,1984,10043,4929.23,3054.36,531.07,1343.81,21663.82,252.5,5.1
32,1985,9884,4968.32,3087.35,540.84,1340.13,22019.74,252,5.9
32,1986,9806,5014.77,3125.82,545.24,1343.7,21556.51,249.9,6.3
33,1970,121293,48317.68,23653.22,8042.87,16621.59,106396.06,3880.7,5.4
33,1971,122871,50241.05,24331.77,8185.73,17723.55,110274.99,3839.6,6.5
33,1972,128649,51395.75,24733.59,8222.16,18440,114219.33,3938.4,5.5
33,1973,137636,52356.39,24882.94,8181.22,19292.23,118487.46,4112.9,4.3
33,1974,134923,52834.75,24967.19,8073.31,19794.25,124345.66,4169.4,5
33,1975,127128,53464.68,25063.58,8154.51,20246.59,130164.06,4016.2,9.1
33,1976,133697,54188.05,24980.44,8182.63,21024.99,123122.24,4094.6,7.8
33,1977,140466,54969.48,24924.3,8163.67,21881.51,126663.68,4230.1,6.5
33,1978,146947,55391.11,24781.45,8188.06,22421.61,130514.81,4394.9,5.4
33,1979,147766,56115.22,24696.32,8735.81,22683.09,135552.69,4484.8,5.9
33,1980,140782,56513.62,24562.73,9220.96,22729.93,141143.03,4367.4,8.4
33,1981,141743,56980.17,24343.52,9746.7,22889.95,130138.76,4317.7,9.6
33,1982,134204,57101.01,24029.59,10083.59,22987.83,133828.4,4124.3,13
33,1983,137411,56929.04,23773.55,10340.46,22815.02,135942.45,4092.5,12
33,1984,147979,56648.46,23606.36,10301.22,22740.88,137605.78,4260.2,9.4
33,1985,152689,56463.31,23826.13,10347.15,22290.03,141449.34,4372.9,8.9
33,1986,156541,56283.12,23755.8,10438.18,22089.14,139129.61,4471.4,8.1
34,1970,33262,11168.19,5732.8,1486.5,3948.89,38990.92,762.6,4.4
34,1971,33879,11478.15,5929.05,1490.06,4059.04,40190.7,774.4,4.9
34,1972,35190,11680.58,5994.3,1490.32,4195.95,40932.34,811.9,4.5
34,1973,36333,11832.9,5697.07,1502.23,4633.6,41815.94,851.9,4.2
34,1974,36110,12026.61,5821.31,1504.27,4701.03,43288.99,886.9,4.4
34,1975,35967,12396.49,5890.24,1563.42,4942.83,44637.52,899.7,7.2
34,1976,37376,12730.82,5926.67,1582.08,5222.08,49044.39,931.1,5.6
34,1977,39235,12979.01,5936.34,1660.13,5382.55,49679.55,971.5,5
34,1978,41564,13229.51,5972.49,1772.14,5484.88,51180.23,1035.7,3.9
34,1979,43535,13492.11,6001.28,1874.55,5616.29,53110.66,1087.9,3.4
34,1980,44944,13835.66,6039.31,1978.89,5817.46,55318.19,1138.1,4.8
34,1981,47236,14248.02,6072.15,2074.79,6101.08,63264.52,1201.2,3.6
34,1982,48700,14564.32,6131.31,2093.83,6339.19,65824.58,1216.9,5.7
34,1983,46425,14766.51,6159.51,2107.75,6499.26,67358.6,1170.6,9
34,1984,47499,15088.88,6263.83,2163.79,6661.26,68096.06,1180.3,7
34,1985,47178,15480.8,6331.49,2296.72,6852.59,69848.25,1165.3,7.1
34,1986,45928,15891.09,6405.81,2469.94,7015.33,64625.86,1124.4,8.2
35,1970,22350,11143.64,5522.14,1700.12,3921.39,22546.05,710.5,6.2
35,1971,23280,11481.58,5641.79,1727.2,4112.59,23425.25,729.1,6.6
35,1972,25356,11830.75,5868.4,1804.21,4158.15,24286.22,774.7,5.7
35,1973,26976,12150.51,6085.11,1824.76,4240.64,25304.46,816.2,5.3
35,1974,27744,12912.83,6313.44,1862,4737.4,26641.39,838.2,7.5
35,1975,27474,13214.8,6322.44,1964.9,4927.46,27836.41,837.4,11
35,1976,29559,13671.14,6354.98,2114.32,5201.85,30422.64,878.5,9.5
35,1977,31397,13976.13,6408.58,2228.32,5339.24,31180.19,936.9,7.4
35,1978,33793,14350.99,6376.73,2333.49,5640.77,32072.2,1009.2,6.1
35,1979,35296,14724.22,6372.79,2486.81,5864.62,33272.01,1056,6.8
35,1980,34762,15020.05,6373.7,2595.82,6050.53,34618.64,1044.6,8.3
35,1981,33614,15420.55,6437.47,2735.99,6247.1,36469.81,1018.7,9.9
35,1982,31148,15666.86,6498.98,2809.85,6358.04,37341.17,961.1,12
35,1983,31899,15743.83,6563.95,2871.3,6308.57,37792.98,966.7,11
35,1984,33747,15759.04,6589.36,2876.97,6292.7,38276.78,1006.9,9.4
35,1985,34769,15844.49,6639.98,2914.08,6290.43,39308.4,1030,8.8
35,1986,35934,15947.63,6716.47,2930.22,6300.93,37419.6,1058.5,8.5
36,1970,129967,50428.35,21507.1,6873.42,22047.83,105738.93,4351.6,4.5
36,1971,130120,53374.91,22873.38,7025.09,23476.44,109965.27,4291.3,5.4
36,1972,136028,56250.56,24070.94,7202.57,24977.05,114031.51,4400,5.4
36,1973,142970,58090.06,24636.92,7318.54,26134.6,118691.16,4506.5,4.8
36,1974,140616,59430.51,25171.81,7373.42,26885.28,124688.11,4514.6,5.1
36,1975,135828,60860.6,25623.54,7590.82,27646.23,130578.37,4435.8,8.3
36,1976,140178,61871.02,26024.77,7755.33,28090.92,124414.86,4512.8,7.9
36,1977,144091,62830.91,26341.98,7927.55,28561.39,127274.82,4565.2,7.7
36,1978,148130,62861.36,26307.55,8126.83,28426.98,131212.42,4716.2,6.9
36,1979,149431,62652.44,26037.41,8359.35,28255.68,136305.43,4806.1,6.9
36,1980,145367,62617.53,25614.52,8656.53,28346.47,141870.43,4753.1,7.8
36,1981,146570,62440.58,25108.39,8987.35,28344.83,132965.78,4728.9,8.4
36,1982,141282,62061.65,24753.64,9231.4,28076.61,136800.58,4580.1,11
36,1983,143923,61479.97,24476.17,9208.68,27795.12,139072.15,4524.3,12
36,1984,151405,61158.43,24200.25,9085.6,27872.58,141054.14,4654.8,9.1
36,1985,155809,60661.77,23961.42,8915.94,27784.41,145339.04,4730.3,8
36,1986,160862,60244.69,23854.84,8826.75,27563.1,145433.99,4790.9,6.8
37,1970,9824,4310.22,2264.59,572.26,1473.37,5437.28,344.1,5.2
37,1971,9849,4451.24,2278.2,591.72,1581.31,5610.11,342.8,6.8
37,1972,10247,4493.55,2224.36,571.84,1697.34,5845.79,358.1,6.5
37,1973,10496,4498.12,2179.26,563.72,1755.15,6109.18,365.9,6.2
37,1974,9888,4490.52,2164.89,555.89,1769.75,6470.03,367,7.3
37,1975,9433,4463.83,2139.15,554.58,1770.11,6799.79,349.2,11
37,1976,9968,4437.89,2095.73,561.1,1781.06,6123.78,366.7,8.1
37,1977,10323,4443.85,2052.8,589.14,1801.9,6286.71,381.7,8.6
37,1978,10610,4442.7,2016.8,656.02,1769.88,6499.15,395.8,6.6
37,1979,10734,4430.52,1988.83,693.61,1748.08,6803.93,400,6.6
37,1980,10518,4411.81,1959.41,727.15,1725.25,7154.94,398.3,7.2
37,1981,10848,4396.28,1928.9,754.45,1712.92,7057.35,401.4,7.6
37,1982,10592,4342.85,1906.68,765.37,1670.79,7323.77,390.5,10
37,1983,11022,4302.36,1878.8,769.74,1653.83,7503.27,396.3,8.3
37,1984,12011,4251.45,1860.02,761.93,1629.5,7684.1,416.4,5.3
37,1985,12572,4230.74,1860.07,779.73,1590.94,8001.04,429.2,4.9
37,1986,13283,4254.36,1884.02,800.83,1569.5,8191.84,442.5,4
38,1970,20924,8250.43,4003.53,1094.79,3152.11,24322.74,842,5
38,1971,21626,8694.41,4102.9,1188.11,3403.39,26387.6,862.6,5.3
38,1972,23156,9115.22,4235.03,1352.97,3527.22,27298.7,920.3,4.2
38,1973,24919,9554.06,4348.79,1474.87,3730.4,28224.77,984,3.7
38,1974,25153,10014.14,4508.21,1562.14,3943.79,29549.55,1015.8,4.5
38,1975,24483,10637.46,4644.35,1639.24,4353.87,30901.75,982.6,8.7
38,1976,26304,11097.59,4728.06,1665.89,4703.64,34992.84,1038.1,6.9
38,1977,27791,11500.56,4766.46,1673.79,5060.31,35544.29,1081.7,7.2
38,1978,29587,11653.18,4715.39,1676.79,5260.99,36518.61,1137.5,5.7
38,1979,30989,11911.5,4700.13,1744.9,5466.48,37807.33,1176,5
38,1980,31303,12263.76,4689.82,1804.03,5769.91,39198.08,1188.8,6.9
38,1981,32533,12577.08,4671.24,1838.99,6066.85,40311.84,1196.4,8.4
38,1982,31940,12972.01,4633.78,1932.6,6405.63,41342.05,1162.3,11
38,1983,33914,13110.97,4522.2,1997.51,6591.27,41914.56,1189,10
38,1984,36736,13172.84,4448.16,2086.57,6638.11,42318.87,1262.5,7.1
38,1985,37687,13211.81,4462.6,2131.34,6617.87,43299.52,1296.2,6.8
38,1986,39281,13391.24,4491.38,2181.72,6718.14,48248.27,1338,6.2
39,1970,5864,4173.17,3034.09,258.85,880.23,9202.46,175.4,3.3
39,1971,6065,4261.98,3081.08,268.64,912.26,9436.08,179,3.7
39,1972,6481,4333.46,3131.49,261.19,940.78,9688.61,189.9,3.7
39,1973,7048,4407.53,3145.05,270.82,991.66,10017.65,199.1,3.3
39,1974,6936,4501.83,3195.26,272.96,1033.61,10458.03,206.6,3.5
39,1975,7154,4630.2,3238.72,279.35,1112.12,10832.66,209.3,3.7
39,1976,6922,4732.91,3256.92,287.71,1188.28,11153.46,218.6,3.4
39,1977,7411,4840.82,3291.01,286.76,1263.05,11058.96,226.6,3.3
39,1978,7800,4895.63,3274.12,290.55,1330.97,11324.24,236.6,3
39,1979,8164,4998.02,3263.74,308.57,1425.71,11686.06,241.4,3.5
39,1980,7841,5067.5,3244.97,327.55,1494.98,12084.49,238,4.9
39,1981,8009,5125.45,3228.59,349.02,1547.83,11911.36,236,5.1
39,1982,7835,5178.56,3222.48,372.98,1583.1,12036.85,230.2,5.5
39,1983,7660,5162.24,3201.09,394.14,1567.01,11996.73,235.3,5.4
39,1984,8200,5146.61,3199.35,406.21,1541.04,11982.06,247,4.3
39,1985,8418,5148.18,3211.4,422.71,1514.07,12209.44,249.4,5.1
39,1986,8760,5281.22,3231.13,523.95,1526.14,11305.15,251.9,4.7
40,1970,34769,20949.51,9280.24,2787.57,8881.7,38417.96,1327.6,4.8
40,1971,36771,21687.41,9506.84,2869.86,9310.7,40374.38,1356.8,5
40,1972,40403,22448.25,9660.19,3084.42,9703.64,41983.03,1450.1,3.6
40,1973,43424,22886.75,9744.11,3117.33,10025.31,43491.51,1531.1,3
40,1974,43052,23184.46,9861.13,3152,10171.34,45836.89,1558.2,3.9
40,1975,42098,23972.49,9981.1,3422.44,10568.95,48060.68,1505.7,8.3
40,1976,45309,24632.07,10093.2,3612.72,10926.15,51076.68,1575.4,6
40,1977,47941,25153.79,10262.04,3728.89,11162.86,52181.92,1648.1,6.3
40,1978,51630,25444.07,10346.22,3836.06,11261.78,53812.7,1737,5.8
40,1979,52759,25820.64,10412.39,3996.54,11411.71,55904.1,1777.3,5.8
40,1980,51810,26011.9,10468.24,4055.87,11487.78,58207.51,1746.6,7.3
40,1981,52804,26321.05,10514.67,4196.88,11609.5,58678.19,1755.4,9.1
40,1982,51967,26467.14,10529.66,4342.69,11594.79,60244.5,1703,12
40,1983,54217,26394.65,10509.67,4476.56,11408.41,61160.01,1719,12
40,1984,58810,26261.07,10523.47,4538.01,11199.59,62031.97,1812,8.6
40,1985,61337,26236.06,10639.21,4527.33,11069.53,63885.31,1867.8,8
40,1986,64124,26281.46,10744.85,4533.62,11003,65065.24,1929.8,8
41,1970,160922,53639.88,25941.91,8352.71,19345.25,213676.41,3624.9,4.4
41,1971,164088,55700.45,26813.21,8689.06,20198.19,220715.86,3683.5,4.9
41,1972,172360,57213.27,27558.66,8884.14,20770.47,224933.82,3884.4,4.5
41,1973,183467,59134.01,28414.53,8972.86,21746.62,229705.43,4141.7,3.9
41,1974,189079,60974.12,28683.18,9108.26,23182.68,237780.47,4360.2,4.3
41,1975,193920,62734.61,28964.12,9410.71,24359.78,245917.64,4462.9,5.6
