state,region,year,public,hwy,water,other,private,gsp,emp,unemp,lpcap
16,7,1975,22175.859,9.3041582,7.9089384,9.0443754,11.576507,11.052919,7.1304989,7.4000001,10.00676
16,7,1976,22682.17,9.3302155,7.9442902,9.05826,11.516503,11.102518,7.1811357,6.8000002,10.029334
16,7,1977,23389.41,9.3617001,7.985219,9.0845547,11.541821,11.130332,7.2186165,7,10.060039
16,7,1978,24102.461,9.39112,8.0232277,9.1127214,11.576604,11.187486,7.2885861,7,10.090069
16,7,1979,24446.119,9.4032784,8.0418892,9.1279974,11.618027,11.2075,7.3247538,6.6999998,10.104227
16,7,1980,24568.449,9.4015942,8.0370522,9.1449804,11.671018,11.229395,7.3644838,6.6999998,10.109219
16,7,1981,24789.76,9.4057341,8.0284815,9.165843,11.67769,11.255993,7.3966422,8.3999996,10.118186
16,7,1982,25087,9.4143305,8.0400953,9.1820679,11.731688,11.235102,7.3821244,10,10.130105
16,7,1983,25422.961,9.429327,8.0468636,9.1953096,11.764542,11.191825,7.3557687,12,10.143408
16,7,1984,25932.73,9.459177,8.0535088,9.2065935,11.776287,11.229886,7.378696,10,10.163261
16,7,1985,26477.789,9.4827375,8.0751066,9.2235746,11.800359,11.208802,7.3722439,12,10.184061
16,7,1986,26617.471,9.4933901,8.0940819,9.2173891,11.810245,11.134706,7.3254781,13,10.189323
17,1,1970,3868.8701,7.6992941,6.1793747,7.0727525,9.1383209,9.0874949,5.805737,5.6999998,8.2607174
17,1,1971,3999.8601,7.721539,6.2045174,7.1296659,9.1677046,9.1003027,5.8060379,7.5999999,8.2940149
17,1,1972,4167.6099,7.7558017,6.2257457,7.1906157,9.2009172,9.1536646,5.8397694,7,8.3350983
17,1,1973,4272.2598,7.7946463,6.2454863,7.1921897,9.2355642,9.2052269,5.8715544,5.9000001,8.3598986
17,1,1974,4394.3301,7.8180923,6.3094635,7.2148132,9.2824707,9.2079372,5.8902621,6.6999998,8.3880701
17,1,1975,4529.8599,7.8301315,6.3621311,7.2690039,9.3258543,9.1769905,5.8774557,10,8.4184465
17,1,1976,4593.6602,7.8313832,6.4143929,7.2893987,9.3072081,9.2643547,5.9277258,8.8999996,8.4324322
17,1,1977,4662.8398,7.8327203,6.5121465,7.291513,9.3238096,9.2979851,5.9604897,8.3999996,8.4473801
17,1,1978,4813.6802,7.836524,6.7601714,7.25806,9.3495855,9.344347,6.0053673,6.1999998,8.4792175
17,1,1979,4931.1299,7.8406434,6.8915443,7.2480488,9.386775,9.3728848,6.0304446,7.1999998,8.5033236
17,1,1980,4991.8701,7.8453183,6.9309735,7.2546306,9.4258223,9.3699903,6.0361986,7.8000002,8.5155659
17,1,1981,5009.0498,7.8474112,6.9476681,7.2508059,9.3702116,9.3937445,6.0383482,7.1999998,8.519002
17,1,1982,4976.6001,7.8387218,6.9401546,7.2490158,9.4005537,9.400878,6.0294828,8.6000004,8.5125027
17,1,1983,4952.9902,7.839994,6.9309444,7.2365913,9.4180489,9.4582157,6.0520892,9,8.5077467
17,1,1984,4941.7402,7.8386035,6.9251628,7.2352805,9.4315481,9.5216417,6.0996461,6.0999999,8.5054731
17,1,1985,4942.5498,7.8347368,6.9441547,7.2288237,9.458539,9.5636702,6.1277423,5.4000001,8.5056362
17,1,1986,4939.7002,7.8380513,6.9512744,7.2152181,9.5410271,9.6195316,6.1683545,5.3000002,8.5050602
18,5,1970,19145.01,8.9182367,8.3205576,8.9320326,10.279029,10.668281,7.2072673,3.3,9.8597975
18,5,1971,20023.609,8.9568939,8.3312511,9.0009508,10.329774,10.694465,7.2236605,4.1999998,9.9046669
18,5,1972,21126.689,9.0108595,8.3346853,9.0790062,10.372373,10.739023,7.2548847,4.6999998,9.958292
18,5,1973,22060.789,9.0343723,8.3655863,9.1460905,10.416717,10.794009,7.2940373,3.5,10.001557
18,5,1974,23017.84,9.0749731,8.3943996,9.1964102,10.473468,10.789608,7.3089447,3.7,10.044024
18,5,1975,24189.5,9.1147804,8.4419889,9.2556095,10.522339,10.773755,7.2993245,6.9000001,10.093674
18,5,1976,25322.85,9.1407976,8.512104,9.3074694,10.465653,10.804218,7.3120866,6.8000002,10.139462
18,5,1977,26238.15,9.1706457,8.554327,9.3447094,10.487798,10.829867,7.3431673,6.0999999,10.17497
18,5,1978,26910.221,9.1915312,8.5691423,9.3783894,10.520518,10.865077,7.3937554,5.5999999,10.200261
18,5,1979,27644.439,9.2055111,8.6042862,9.4122715,10.561728,10.874342,7.4332528,5.9000001,10.22718
18,5,1980,28081.961,9.2121391,8.6228495,9.4340239,10.606519,10.865917,7.4453006,6.5,10.242883
18,5,1981,28715.84,9.2221031,8.6505051,9.4637794,10.610982,10.882396,7.4476347,7.3000002,10.265204
18,5,1982,28850.43,9.226284,8.6635246,9.4651241,10.641712,10.870148,7.424046,8.3999996,10.26988
18,5,1983,29101.83,9.2554121,8.6616192,9.462182,10.659364,10.920944,7.4524603,6.9000001,10.278556
18,5,1984,29214.119,9.275095,8.6453629,9.4619875,10.680378,10.984021,7.5032897,5.4000001,10.282408
18,5,1985,29451.52,9.2914848,8.690484,9.4462166,10.717062,11.037772,7.5431676,4.5999999,10.290501
18,5,1986,29577.461,9.304121,8.681407,9.4495096,10.804826,11.0884,7.5766096,4.5,10.294768
19,1,1970,21923.279,9.0527372,7.7143202,9.3184032,10.54317,11.073319,7.7157927,4.5999999,9.9953041
19,1,1971,23177.83,9.0905724,7.7677126,9.3879433,10.589787,11.08638,7.7013812,6.5999999,10.050952
19,1,1972,24385.09,9.1074829,7.8402381,9.4588957,10.632518,11.128674,7.7194409,6.4000001,10.101727
19,1,1973,25765.211,9.1086578,7.9212089,9.5451641,10.677956,11.168687,7.7551246,6.6999998,10.15678
19,1,1974,27100.33,9.1132412,7.9597545,9.6265669,10.735158,11.14121,7.7637439,7.1999998,10.207301
19,1,1975,28204.279,9.1176281,7.9998598,9.6871443,10.78356,11.104175,7.7289,11,10.247229
19,1,1976,28752.82,9.1161833,8.070487,9.7082481,10.714963,11.134108,7.7508302,9.5,10.266491
19,1,1977,29171.971,9.1158209,8.1216021,9.7236109,10.737737,11.174063,7.7898684,8.1000004,10.280964
19,1,1978,29202.119,9.1186237,8.1507854,9.7179031,10.769842,11.20606,7.8345113,6.0999999,10.281997
19,1,1979,29455.5,9.1236763,8.2209654,9.7152023,10.811036,11.22764,7.8646121,5.5,10.290636
19,1,1980,29999.211,9.121088,8.2978992,9.7313719,10.856349,11.22909,7.8831449,5.5999999,10.308927
19,1,1981,30166.119,9.1153889,8.3466539,9.7324562,10.899444,11.257904,7.8891969,6.4000001,10.314475
19,1,1982,30190.869,9.1134491,8.3612061,9.7313023,10.932945,11.253715,7.8777761,7.9000001,10.315295
19,1,1983,30221.77,9.1087694,8.3711586,9.7331123,10.955079,11.32042,7.8982253,6.9000001,10.316318
19,1,1984,30352.689,9.1084719,8.3850365,9.7374439,10.979936,11.415136,7.9557056,4.8000002,10.320641
19,1,1985,30497.51,9.105444,8.4010077,9.7434235,11.021579,11.479348,7.9813914,3.9000001,10.3254
19,1,1986,30795.561,9.1032848,8.4248457,9.7556753,11.150149,11.53546,8.0012884,3.8,10.335126
20,3,1970,44684.82,9.7939472,9.0336609,9.8189869,11.347531,11.534413,8.0060339,6.6999998,10.707389
20,3,1971,45993.77,9.8113031,9.0554037,9.8621616,11.383124,11.581668,8.0046997,7.5999999,10.736261
20,3,1972,46772.91,9.8213863,9.0991096,9.8731327,11.419046,11.642523,8.0452356,7,10.753059
20,3,1973,47923.551,9.8434439,9.1649609,9.8798475,11.454263,11.719867,8.0969086,5.8000002,10.777362
20,3,1974,48793.43,9.86063,9.199008,9.8906641,11.503607,11.659585,8.0948668,8.6999998,10.795351
20,3,1975,49789.59,9.8728828,9.2184086,9.9189377,11.549366,11.601092,8.0508947,13,10.815561
20,3,1976,50687.488,9.8828659,9.2334528,9.9456787,11.555322,11.694655,8.0965128,9.3999996,10.833434
20,3,1977,51302.34,9.8934736,9.2465963,9.9585629,11.577656,11.769728,8.1438951,8.1999998,10.845491
20,3,1978,51494.34,9.9025002,9.2447701,9.9600468,11.608196,11.814858,8.1912966,6.9000001,10.849227
20,3,1979,51707.359,9.9036293,9.2578211,9.9626179,11.647777,11.796938,8.1989422,7.8000002,10.853355
20,3,1980,51922.352,9.903307,9.2727737,9.9656048,11.690218,11.706516,8.1440401,12,10.857505
20,3,1981,52276.398,9.9046926,9.2965403,9.9689026,11.62934,11.681453,8.1210051,12,10.864301
20,3,1982,51955.879,9.8975353,9.2834539,9.9672155,11.660581,11.595675,8.0688105,16,10.85815
20,3,1983,51305.621,9.8891106,9.2665806,9.952877,11.679336,11.646223,8.0780993,14,10.845555
20,3,1984,50724.551,9.8784485,9.2671289,9.9347334,11.693403,11.727118,8.125927,11,10.834166
20,3,1985,50392.789,9.872921,9.2486382,9.9332638,11.72197,11.786131,8.1779375,9.8999996,10.827603
20,3,1986,49879.289,9.8618412,9.2279882,9.9290123,11.737259,11.823589,8.2044802,8.8000002,10.817361
21,4,1970,21948.43,9.2383766,8.2114124,8.9848642,10.67562,10.639071,7.1818199,4.1999998,9.9964504
21,4,1971,23056.359,9.2813482,8.2269506,9.0571938,10.717366,10.656483,7.1779351,4.4000001,10.045697
21,4,1972,24023.529,9.3069801,8.2403193,9.1289282,10.75541,10.694736,7.2131052,4.3000002,10.086789
21,4,1973,24731.18,9.3212042,8.2453213,9.1849184,10.796345,10.774885,7.2696862,4.4000001,10.11582
21,4,1974,25333.93,9.3384886,8.2802172,9.2125034,10.847899,10.768106,7.3004727,4.3000002,10.1399
21,4,1975,25910.971,9.3548899,8.2939749,9.2453289,10.892999,10.7572,7.2960062,5.9000001,10.162422
21,4,1976,26485.99,9.360507,8.3287096,9.2803001,10.812443,10.795383,7.3270574,5.9000001,10.184371
21,4,1977,27080.211,9.3714809,8.3641977,9.3093739,10.854838,10.852458,7.37607,5.0999999,10.206558
21,4,1978,27464.67,9.3826637,8.4018002,9.3173056,10.887756,10.899292,7.4320698,3.8,10.220655
21,4,1979,27832.949,9.3914795,8.4364147,9.3268013,10.927373,10.937366,7.4770384,4.1999998,10.233975
21,4,1980,28055.27,9.3988857,8.4598694,9.3289146,10.969064,10.930855,7.478848,5.9000001,10.241932
21,4,1981,28460.939,9.4062433,8.4738216,9.3508911,10.96891,10.946376,7.4738073,5.5,10.256288
21,4,1982,28590.721,9.4101954,8.4834642,9.3539467,10.991628,10.93166,7.4426684,7.8000002,10.260838
21,4,1983,28694.1,9.4156666,8.5000305,9.3500957,10.999954,10.953732,7.4491491,8.1999998,10.264447
21,4,1984,28718.02,9.4265766,8.4967699,9.3418198,11.008238,11.046595,7.5064821,6.3000002,10.26528
21,4,1985,28959.43,9.4390478,8.487216,9.3533449,11.033844,11.08924,7.5309091,6,10.273651
21,4,1986,29241,9.4534769,8.478363,9.3655481,11.010826,11.128983,7.5456538,5.3000002,10.283327
22,6,1970,10016.07,8.5044241,6.7149591,8.3558197,10.024339,9.7588081,6.36973,4.8000002,9.2119465
22,6,1971,10497.82,8.539835,6.7586865,8.4166698,10.067219,9.7996264,6.4005895,4.8000002,9.2589226
22,6,1972,10844.14,8.5797997,6.7885885,8.4410553,10.09235,9.8699312,6.4758949,3.9000001,9.2913799
22,6,1973,11076.23,8.6109419,6.8277593,8.4471331,10.105328,9.9332886,6.5413184,3.5999999,9.3125563
22,6,1974,11239.45,8.6375132,6.8576403,8.444416,10.145867,9.9138336,6.566391,4.0999999,9.3271856
22,6,1975,11515.56,8.6548748,6.9190907,8.469286,10.182135,9.9126453,6.5400195,8.3000002,9.3514547
22,6,1976,11799.74,8.673337,6.9774027,8.4934416,10.244597,10.011535,6.5896139,6.5999999,9.3758326
22,6,1977,12061.45,8.7044859,7.0031199,8.5033941,10.255833,10.070188,6.6410518,7.4000001,9.3977699
22,6,1978,12274.39,8.7295198,7.004519,8.5151968,10.283398,10.121819,6.701592,7.0999999,9.4152699
22,6,1979,12384.91,8.7361698,7.0346961,8.5222883,10.319786,10.150777,6.7311373,5.8000002,9.4242344
22,6,1980,12454.04,8.7430973,7.0235987,8.5299006,10.359056,10.129906,6.720582,7.5,9.4298
22,6,1981,12547.36,8.7565632,7.0138793,8.5336905,10.379533,10.166506,6.7082062,8.3000002,9.4372654
22,6,1982,12603.35,8.7675304,7.0184464,8.5299158,10.410265,10.147883,6.6731715,11,9.4417181
22,6,1983,12613.88,8.7823124,7.0295749,8.5104504,10.426775,10.149175,6.675571,13,9.4425535
22,6,1984,12509.37,8.7922897,7.0188313,8.4781609,10.435646,10.216179,6.7102795,11,9.4342337
22,6,1985,12430.11,8.7980032,7.0105104,8.4555054,10.458012,10.231999,6.7320914,10,9.4278774
22,6,1986,12411.36,8.8030205,7.037827,8.437747,10.437528,10.239495,6.7431164,12,9.4263678
23,4,1970,19464.98,9.1603937,7.8520737,8.9066811,10.689792,10.82369,7.4193807,3.3,9.8763723
23,4,1971,20393.17,9.2031698,7.901422,8.9571886,10.737359,10.857941,7.4150548,4.9000001,9.9229555
23,4,1972,21288.189,9.2381611,7.9385276,9.0122366,10.774469,10.900399,7.4384422,4.1999998,9.9659081
23,4,1973,22079.1,9.2608614,7.9367495,9.0782547,10.811457,10.947098,7.4790735,3.7,10.002387
23,4,1974,22475.35,9.274087,7.932929,9.1082582,10.864196,10.916106,7.4896917,4.5,10.020174
23,4,1975,22839.32,9.2947311,7.9283304,9.1252155,10.908391,10.895479,7.4619851,6.1999998,10.036239
23,4,1976,23032.561,9.3010445,7.9390912,9.1354332,10.898289,10.954012,7.494319,6.1999998,10.044664
23,4,1977,23236.141,9.3080845,7.9722176,9.1388493,10.920153,11.009142,7.5292993,5.9000001,10.053464
23,4,1978,23393.529,9.3183298,8.0085649,9.1320076,10.949343,11.056825,7.5771732,5,10.060215
23,4,1979,23545.199,9.3205948,8.0628738,9.1275206,10.986119,11.071828,7.6064372,4.5,10.066677
23,4,1980,23670.641,9.3288021,8.0847015,9.1235342,11.025324,11.027995,7.5856872,7.1999998,10.071991
23,4,1981,23947.15,9.3314857,8.1243191,9.136014,11.030662,11.043562,7.5788102,7.6999998,10.083605
23,4,1982,24084.48,9.3287725,8.1679249,9.1378946,11.053854,11.022327,7.5613298,9.1999998,10.089323
23,4,1983,23957.039,9.3224697,8.1776505,9.1280441,11.065186,11.061234,7.5688958,9.8999996,10.084018
23,4,1984,23782.609,9.3208637,8.1731834,9.1126604,11.078321,11.134443,7.6171203,7.1999998,10.07671
23,4,1985,23761.699,9.3177814,8.1810961,9.1110373,11.109208,11.168038,7.6471658,6.4000001,10.07583
23,4,1986,23855.971,9.3258686,8.1868677,9.1091776,11.128546,11.19312,7.6697755,6.0999999,10.07979
24,8,1970,4782.6401,8.1233416,5.9051437,6.9502878,9.5694399,8.9741116,5.293807,5.5,8.4727478
24,8,1971,4956.96,8.1653662,5.9172525,6.9740672,9.5792379,8.9655905,5.3220339,6.3000002,8.5085478
24,8,1972,5095.7002,8.2046061,5.9103899,6.9745631,9.5976458,9.0506411,5.3720326,6.1999998,8.5361528
24,8,1973,5241.4302,8.2391872,5.8878803,6.9978976,9.6387062,9.099185,5.4125385,6.3000002,8.5643501
24,8,1974,5420.3799,8.2639198,6.0076084,7.0322623,9.6722536,9.1243467,5.4553213,6.6999998,8.5979214
24,8,1975,5487.6802,8.2649765,6.0611539,7.0676866,9.7018337,9.1364784,5.4726906,6.4000001,8.610261
24,8,1976,5536.46,8.2592487,6.1292028,7.1018405,9.8059292,9.1615705,5.5258512,6.0999999,8.6191101
24,8,1977,5628.0898,8.2652206,6.2101383,7.1260791,9.8091726,9.1773005,5.5789747,6.4000001,8.6355257
24,8,1978,5756.96,8.2851934,6.2531171,7.1488252,9.8337822,9.2667208,5.6362171,6.1999998,8.658165
24,8,1979,5871.1602,8.2940321,6.2732167,7.2012157,9.8659964,9.3012772,5.6482697,5.0999999,8.6778078
24,8,1980,5945.2202,8.2933922,6.2800961,7.2541919,9.9005756,9.3159609,5.6362171,6.0999999,8.6903429
24,8,1981,6004.9302,8.2948523,6.2805643,7.2914042,9.8660698,9.3408422,5.6411977,6.9000001,8.7003365
24,8,1982,6027.25,8.3016481,6.2757783,7.2897468,9.8896408,9.3062868,5.6120329,8.6000004,8.7040462
24,8,1983,5967.6299,8.2958603,6.2740459,7.2652688,9.8973675,9.2975264,5.6204009,8.8000002,8.6941051
24,8,1984,5957.8301,8.2973146,6.2799277,7.2520471,9.8979073,9.2888746,5.6387105,7.4000001,8.692462
24,8,1985,6024.8501,8.3056517,6.3161893,7.2617235,9.913393,9.2421293,5.6315703,7.6999998,8.7036476
24,8,1986,6117.9102,8.3150864,6.3559165,7.2841144,9.8737783,9.2838697,5.6182246,8.1000004,8.718976
25,4,1970,9235.0303,8.3271341,6.9716215,8.3026428,9.8606062,9.6845226,6.1827044,3.0999999,9.1307592
25,4,1971,9759.4297,8.3492832,6.9764228,8.4031734,9.8907738,9.7200451,6.1960368,3.5999999,9.1859894
25,4,1972,10291.33,8.3833399,6.9489932,8.4920044,9.9168377,9.7658911,6.2480431,3.4000001,9.2390575
25,4,1973,10785.36,8.405036,6.9491181,8.5704689,9.9676142,9.8137817,6.2939734,3.3,9.2859449
25,4,1974,11293.48,8.4282284,6.986927,8.6370525,10.011747,9.8064814,6.3316798,3.8,9.3319807
25,4,1975,11814.03,8.4482927,7.0357084,8.7012529,10.047875,9.8371878,6.3240004,4.1999998,9.3770428
25,4,1976,12436.57,8.4638891,7.1418624,8.7690926,10.110186,9.862092,6.3493137,3.3,9.4283962
25,4,1977,12902.62,8.4828215,7.1529813,8.8237419,10.126322,9.8813953,6.386374,3.7,9.4651861
25,4,1978,13482.42,8.4992876,7.1714878,8.8914251,10.151495,9.9182777,6.4132953,3,9.5091419
25,4,1979,14181.26,8.5142908,7.2259688,8.9645777,10.184034,9.9495602,6.4476228,3.2,9.5596762
25,4,1980,14619.96,8.5268049,7.2496486,9.0074968,10.219184,9.9318323,6.4419031,4.0999999,9.5901432
25,4,1981,14897.42,8.53825,7.2788014,9.0290308,10.281166,9.9886093,6.4348674,4.0999999,9.608943
25,4,1982,15039.75,8.5444965,7.2725859,9.043232,10.294405,9.96383,6.4131312,6.0999999,9.6184521
25,4,1983,15088.99,8.5541134,7.2742853,9.0428944,10.29403,9.9353256,6.4147696,5.6999998,9.6217203
25,4,1984,15027.98,8.5594339,7.2601218,9.0347729,10.294632,10.006225,6.4542546,4.4000001,9.6176691
25,4,1985,14981.5,8.5720224,7.2503371,9.0229387,10.315252,10.056209,6.4777412,5.5,9.6145716
25,4,1986,14974.69,8.5838814,7.2436557,9.015624,10.256568,10.07209,6.4808111,5,9.6141167
26,8,1970,3768.6001,7.5974817,6.140337,7.1787057,9.2878323,8.9029999,5.314683,5.9000001,8.2344589
26,8,1971,3877.3501,7.621881,6.1762829,7.2106414,9.3283024,8.9357719,5.3494859,7,8.262907
26,8,1972,4033.1399,7.6469507,6.2307768,7.2659402,9.3678837,8.9966516,5.4089637,7,8.3023005
26,8,1973,4160.79,7.6576705,6.2310915,7.3367157,9.4141836,9.0795479,5.4996243,6.1999998,8.3334599
26,8,1974,4296.9702,7.6757917,6.2417173,7.3949232,9.4651337,9.0894146,5.545568,7.5,8.3656654
26,8,1975,4402.1001,7.6771502,6.2429233,7.4554605,9.5012999,9.1142702,5.5725341,9.6999998,8.3898373
26,8,1976,4500.21,7.6803465,6.2890291,7.493434,9.6190023,9.181941,5.6340752,9,8.4118795
26,8,1977,4574.27,7.6846275,6.3495412,7.510633,9.6311016,9.2754726,5.7307491,7,8.4282026
26,8,1978,4646.2798,7.6943107,6.4074078,7.5197682,9.6445313,9.4118929,5.8587899,4.4000001,8.4438219
26,8,1979,4766.0498,7.7159219,6.4244475,7.5525155,9.6665783,9.4987469,5.949861,5.0999999,8.4692736
26,8,1980,4935.3599,7.7304955,6.5676847,7.5739989,9.6967649,9.5461693,5.9912143,6.1999998,8.5041809
26,8,1981,5188.5601,7.7500982,6.732306,7.6146474,9.7731628,9.5725498,6.0190797,7.0999999,8.5542116
26,8,1982,5381.96,7.7698135,6.7867732,7.6628814,9.79708,9.5321341,5.9942107,10,8.5908079
26,8,1983,5500.1699,7.7788477,6.8225131,7.6927338,9.8145018,9.554143,5.9984403,9.8000002,8.6125345
26,8,1984,5695,7.8060408,6.9054327,7.7150879,9.8423071,9.6017065,6.0544395,7.8000002,8.6473436
26,8,1985,5856.8999,7.8272691,6.9560499,7.7403817,9.8886595,9.6469164,6.1012154,8,8.6753759
26,8,1986,6003,7.8535037,6.9872222,7.7602754,10.031188,9.6860771,6.1486821,6,8.7000151
27,1,1970,3085.49,7.5439563,5.5395761,6.8476124,8.6924143,8.8322954,5.5548959,3.3,8.0344658
27,1,1971,3247.53,7.5722613,5.6169167,6.9362941,8.7697468,8.8596478,5.560297,4.6999998,8.0856504
27,1,1972,3419.24,7.6049938,5.7126431,7.0106459,8.8070068,8.9247894,5.6294179,4.5,8.1371737
27,1,1973,3559.45,7.6291499,5.7754207,7.0731597,8.8487244,8.9993725,5.6964221,3.9000001,8.1773615
27,1,1974,3688.3899,7.661447,5.920774,7.0824308,8.9000473,8.9891949,5.704782,3.5999999,8.212945
27,1,1975,3783.9099,7.6813388,5.9855976,7.1055646,8.9452114,8.9643116,5.6794896,9,8.238513
27,1,1976,3915.3799,7.7027006,6.0605941,7.1486917,8.9274664,9.0442858,5.7474804,6.4000001,8.2726679
27,1,1977,4084.04,7.7219644,6.166048,7.2081189,8.94561,9.1142702,5.8203797,5.9000001,8.3148422
27,1,1978,4223.5898,7.7414422,6.23768,7.2514443,8.9729557,9.2105408,5.8849921,3.8,8.3484411
27,1,1979,4329.9702,7.7550173,6.3418927,7.2646251,9.0119801,9.2659645,5.9362159,3.0999999,8.3733158
27,1,1980,4348.9399,7.7588372,6.3282938,7.2769437,9.0551853,9.2815437,5.9542818,4.6999998,8.3776875
27,1,1981,4369.3501,7.7596526,6.3610263,7.2768469,9.1198349,9.3353863,5.9778724,5,8.38237
27,1,1982,4353.02,7.7537308,6.4088087,7.2553015,9.1498175,9.3592777,5.9773655,7.4000001,8.3786249
27,1,1983,4333.4102,7.7471218,6.4340487,7.2412372,9.1669502,9.4527378,6.0149369,5.4000001,8.3741102
27,1,1984,4324.98,7.7524424,6.4367752,7.2250009,9.185153,9.5539303,6.090178,4.3000002,8.3721628
27,1,1985,4316.6299,7.7569485,6.4517179,7.2042089,9.2160292,9.6512365,6.1441855,3.9000001,8.3702307
27,1,1986,4331.54,7.7622175,6.4575858,7.2033386,9.3812256,9.7452536,6.1946096,2.8,8.3736782
28,2,1970,24857.74,9.2481747,8.2848454,9.2599678,10.968136,11.366349,7.8656483,4.5999999,10.120924
28,2,1971,26627.68,9.3292112,8.3190765,9.3293734,11.0009,11.397211,7.8661857,5.6999998,10.189707
28,2,1972,28256.83,9.3976574,8.3402481,9.3932962,11.04192,11.444475,7.8907695,5.8000002,10.24909
28,2,1973,29544.99,9.4582253,8.3863535,9.4210119,11.085537,11.49116,7.9228773,5.5999999,10.29367
28,2,1974,30629.689,9.5101156,8.3911829,9.4514112,11.140586,11.460199,7.9312849,6.9000001,10.329725
28,2,1975,31830.65,9.5429125,8.4167976,9.500226,11.189469,11.415236,7.90097,10,10.368185
28,2,1976,32396.141,9.5478144,8.4372511,9.5299768,11.092673,11.451571,7.9207006,10,10.385795
28,2,1977,32775.77,9.543602,8.4770546,9.5480528,11.114804,11.486274,7.9504671,9.3999996,10.397445
28,2,1978,33066.762,9.531601,8.5360737,9.5597858,11.147068,11.528729,7.9935861,7.1999998,10.406284
28,2,1979,33268.602,9.521059,8.594945,9.5624247,11.188752,11.545877,8.0153933,6.9000001,10.41237
28,2,1980,33625.27,9.5147562,8.6615391,9.5673513,11.234143,11.53831,8.0263004,7.1999998,10.423033
28,2,1981,33794.238,9.5059805,8.7044792,9.5697289,11.254068,11.569636,8.0388021,7.3000002,10.428045
28,2,1982,34144.852,9.4950609,8.7411842,9.5884781,11.287057,11.577824,8.0368319,9,10.438367
28,2,1983,34320.27,9.4987793,8.74512,9.5953903,11.309463,11.638747,8.0599403,7.8000002,10.443491
28,2,1984,34385.922,9.5041285,8.7458067,9.5946941,11.33558,11.706747,8.110487,6.1999998,10.445402
28,2,1985,34528.531,9.5094805,8.7627258,9.5921974,11.379556,11.747682,8.1356688,5.6999998,10.449541
28,2,1986,34675.691,9.5265408,8.7590675,9.587986,11.467301,11.801617,8.1576281,5,10.453794
29,8,1970,6082.2002,8.0884914,6.6883421,7.6120601,9.8474073,9.4600868,5.6788063,5.9000001,8.7131214
29,8,1971,6195.5,8.114295,6.7144012,7.6155005,9.8765116,9.4943151,5.7226043,6.1999998,8.7315788
29,8,1972,6238.4902,8.1271181,6.684999,7.6271257,9.8967113,9.5377722,5.7914882,5.8000002,8.7384939
29,8,1973,6326.0298,8.1440926,6.6584091,7.6514721,9.9326954,9.5879545,5.8464389,5.6999998,8.7524281
29,8,1974,6367.27,8.1450682,6.6651359,7.6668634,9.9671268,9.6321383,5.8866596,6.3000002,8.7589264
29,8,1975,6447.3799,8.1492691,6.6956506,7.6860061,9.9969215,9.6512365,5.9140434,10,8.7714291
29,8,1976,6606.9702,8.1533327,6.783699,7.718112,10.082469,9.6760845,5.9661469,9.1000004,8.7958803
29,8,1977,6724.71,8.1609669,6.7914686,7.7548761,10.104036,9.7369604,6.029242,7.8000002,8.8135443
29,8,1978,6786.25,8.1590405,6.7990446,7.7809005,10.137349,9.804882,6.0964999,5.6999998,8.8226538
29,8,1979,6902.8301,8.16502,6.8285604,7.8092084,10.175319,9.8562908,6.1333981,6.5999999,8.8396864
29,8,1980,7104.7002,8.1830511,6.8797159,7.8448677,10.216878,9.8865452,6.1428971,7.5,8.8685122
29,8,1981,7296.5298,8.1929798,6.9249859,7.887464,10.201359,9.9166508,6.1643667,7.3000002,8.895154
29,8,1982,7402.21,8.1972885,6.9468608,7.9125075,10.240888,9.9046373,6.1603632,9.1999998,8.9095335
29,8,1983,7634.6401,8.2267256,6.9768057,7.9457607,10.263168,9.9175386,6.1727438,10,8.9404507
29,8,1984,7904.3198,8.2628403,7.0187063,7.9758706,10.272171,9.9679165,6.2201924,7.5,8.9751644
29,8,1985,8228.3096,8.3010502,7.0479693,8.0227957,10.293653,9.9869547,6.2542133,8.8000002,9.015336
29,8,1986,8483.3701,8.3178349,7.088943,8.0672903,10.315869,9.9595842,6.265111,9.1999998,9.0458632
30,2,1970,106893.49,10.453759,9.2626362,11.02975,11.825278,12.399957,8.875762,4.5,11.579588
30,2,1971,110931.96,10.474401,9.3061857,11.074862,11.869172,12.409087,8.8552923,6.5999999,11.616673
30,2,1972,115957.66,10.492388,9.3796501,11.128331,11.914487,12.434199,8.8591499,6.6999998,11.66098
30,2,1973,121450.05,10.509944,9.4577322,11.183932,11.964112,12.462644,8.8723755,5.4000001,11.707258
30,2,1974,126498.16,10.510786,9.5487089,11.235355,12.025273,12.430048,8.8646193,6.3000002,11.747983
30,2,1975,131097.03,10.516821,9.6461067,11.27345,12.073002,12.398604,8.8290653,9.5,11.783693
30,2,1976,134166.03,10.514574,9.721632,11.297787,11.941964,12.409671,8.8231325,10,11.806833
30,2,1977,134701.89,10.504703,9.7692156,11.298842,11.962756,12.433575,8.8331127,9.1000004,11.81082
30,2,1978,134632.83,10.493066,9.7982063,11.296843,11.99673,12.445853,8.8600025,7.6999998,11.810307
30,2,1979,134765.25,10.488481,9.8471632,11.289294,12.039574,12.446325,8.8789711,7.0999999,11.81129
30,2,1980,134166.7,10.486763,9.8751211,11.275786,12.086721,12.428296,8.882822,7.5,11.806838
30,2,1981,133207.7,10.481174,9.905097,11.258513,12.063767,12.45371,8.8938885,7.5999999,11.799664
